,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
17964,4/24/2020,Belarus,8773,63,1120,7590,751,3,182
17965,4/24/2020,Belgium,44293,6679,10122,27492,1496,189,322
17966,4/24/2020,Belize,18,2,5,11,0,0,0
17967,4/24/2020,Benin,54,1,27,26,0,0,0
17968,4/24/2020,Bhutan,7,0,3,4,0,0,0
17969,4/24/2020,Bolivia,807,44,54,709,104,1,10
17970,4/24/2020,Bosnia and Herzegovina,1421,55,538,828,8,1,53
17971,4/24/2020,Botswana,22,1,0,21,0,0,0
17972,4/24/2020,Brazil,54043,3704,27655,22684,4007,373,1082
17973,4/24/2020,Brunei,138,1,120,17,0,0,1
17974,4/24/2020,Bulgaria,1234,54,197,983,137,2,7
17975,4/24/2020,Burkina Faso,629,41,425,163,13,0,15
17976,4/24/2020,Burma,144,5,9,130,5,0,0
17977,4/24/2020,Burundi,11,1,4,6,0,0,0
17978,4/24/2020,Cabo Verde,88,1,1,86,6,0,0
17979,4/24/2020,Cambodia,122,0,117,5,0,0,7
17980,4/24/2020,Cameroon,1430,43,668,719,96,0,0
17981,4/24/2020,Canada,46994,3029,0,43965,1697,180,0
17982,4/24/2020,Central African Republic,16,0,10,6,0,0,0
17983,4/24/2020,Chad,40,0,8,32,7,0,0
17984,4/24/2020,Chile,13174,174,6327,6673,494,6,523
17985,4/24/2020,China,83899,4636,76537,2726,15,0,125
17986,4/24/2020,Colombia,4881,225,1003,3653,320,10,76
17987,4/24/2020,Comoros,0,0,0,0,0,0,0
17988,4/24/2020,Congo (Brazzaville),200,6,19,175,14,0,3
17989,4/24/2020,Congo (Kinshasa),394,25,48,321,17,0,1
17990,4/24/2020,Costa Rica,687,6,216,465,1,0,20
17991,4/24/2020,Cote d'Ivoire,1077,14,419,644,73,0,60
17992,4/24/2020,Croatia,2009,51,982,976,28,1,99
17993,4/24/2020,Cuba,1285,49,416,820,50,6,51
17994,4/24/2020,Cyprus,804,14,98,692,9,1,0
17995,4/24/2020,Czechia,7273,214,2371,4688,86,4,219
17996,4/24/2020,Denmark,8408,403,5715,2290,137,9,142
17997,4/24/2020,Djibouti,999,2,330,667,13,0,78
17998,4/24/2020,Dominica,16,0,10,6,0,0,1
17999,4/24/2020,Dominican Republic,5749,267,763,4719,206,2,182
18000,4/24/2020,Ecuador,22719,576,1366,20777,11536,16,38
18001,4/24/2020,Egypt,4092,294,1075,2723,201,7,71
18002,4/24/2020,El Salvador,274,8,75,191,24,0,8
18003,4/24/2020,Equatorial Guinea,214,1,7,206,130,0,0
18004,4/24/2020,Eritrea,39,0,11,28,0,0,5
18005,4/24/2020,Estonia,1605,46,206,1353,13,1,14
18006,4/24/2020,Eswatini,36,1,10,25,5,0,2
18007,4/24/2020,Ethiopia,117,3,25,89,1,0,4
18008,4/24/2020,Fiji,18,0,10,8,0,0,2
18009,4/24/2020,Finland,4395,177,2500,1718,111,5,500
18010,4/24/2020,France,159969,22219,43493,94257,2811,390,1405
18011,4/24/2020,Gabon,172,3,26,143,5,1,2
18012,4/24/2020,Gambia,10,1,2,7,0,0,0
18013,4/24/2020,Georgia,444,5,132,307,19,0,21
18014,4/24/2020,Germany,154999,5760,109800,39439,1870,185,6500
18015,4/24/2020,Ghana,1279,10,134,1135,125,1,35
18016,4/24/2020,Greece,2490,130,577,1783,27,5,0
18017,4/24/2020,Grenada,15,0,7,8,0,0,1
18018,4/24/2020,Guatemala,430,11,30,389,46,0,0
18019,4/24/2020,Guinea,954,6,191,757,92,0,21
18020,4/24/2020,Guinea-Bissau,52,0,3,49,2,0,0
18021,4/24/2020,Guyana,73,7,12,54,3,0,3
18022,4/24/2020,Haiti,62,3,2,57,4,-1,0
18023,4/24/2020,Holy See,9,0,2,7,0,0,0
18024,4/24/2020,Honduras,591,55,58,478,72,8,27
18025,4/24/2020,Hungary,2443,262,458,1723,159,23,68
18026,4/24/2020,Iceland,1789,10,1542,237,0,0,33
18027,4/24/2020,India,24530,780,5498,18252,1453,59,486
18028,4/24/2020,Indonesia,8211,689,1002,6520,436,42,42
18029,4/24/2020,Iran,88194,5574,66599,16021,1168,93,1756
18030,4/24/2020,Iraq,1708,86,1204,418,31,3,33
18031,4/24/2020,Ireland,18184,1014,9233,7937,577,220,0
18032,4/24/2020,Israel,15143,199,6291,8653,248,3,425
18033,4/24/2020,Italy,192994,25969,60498,106527,3021,420,2922
18034,4/24/2020,Jamaica,288,7,28,253,31,1,0
18035,4/24/2020,Japan,12854,360,1530,10964,385,9,36
18036,4/24/2020,Jordan,441,7,326,108,4,0,8
18037,4/24/2020,Kazakhstan,2482,25,604,1853,193,6,44
18038,4/24/2020,Kenya,336,14,94,228,16,0,5
18039,4/24/2020,Kiribati,0,0,0,0,0,0,0
18040,4/24/2020,"Korea, South",10718,240,8635,1843,10,0,134
18041,4/24/2020,Kosovo,669,19,159,491,39,1,21
18042,4/24/2020,Kuwait,2614,15,613,1986,215,1,115
18043,4/24/2020,Kyrgyzstan,665,8,345,312,34,0,43
18044,4/24/2020,Laos,19,0,4,15,0,0,0
18045,4/24/2020,Latvia,784,12,267,505,6,1,134
18046,4/24/2020,Lebanon,696,22,140,534,8,0,0
18047,4/24/2020,Lesotho,0,0,0,0,0,0,0
18048,4/24/2020,Liberia,117,8,25,84,16,0,5
18049,4/24/2020,Libya,61,2,18,41,1,0,3
18050,4/24/2020,Liechtenstein,81,1,79,1,0,0,0
18051,4/24/2020,Lithuania,1291,28,270,993,19,1,34
18052,4/24/2020,Luxembourg,3695,85,3007,603,30,2,2279
18053,4/24/2020,Madagascar,122,0,61,61,1,0,3
18054,4/24/2020,Malawi,33,3,4,26,0,0,1
18055,4/24/2020,Malaysia,5691,96,3663,1932,88,1,121
18056,4/24/2020,Maldives,129,0,16,113,21,0,0
18057,4/24/2020,Mali,325,21,87,217,16,0,10
18058,4/24/2020,Malta,447,3,223,221,2,0,19
18059,4/24/2020,Marshall Islands,0,0,0,0,0,0,0
18060,4/24/2020,Mauritania,7,1,6,0,0,0,0
18061,4/24/2020,Mauritius,331,9,285,37,0,0,19
18062,4/24/2020,Mexico,12872,1221,2627,9024,1239,152,0
18063,4/24/2020,Micronesia,0,0,0,0,0,0,0
18064,4/24/2020,Moldova,3110,84,755,2271,184,4,94
18065,4/24/2020,Monaco,94,4,41,49,0,0,6
18066,4/24/2020,Mongolia,37,0,9,28,1,0,0
18067,4/24/2020,Montenegro,319,6,123,190,3,1,0
18068,4/24/2020,Morocco,3758,158,486,3114,190,3,30
18069,4/24/2020,Mozambique,65,0,0,65,19,0,0
18070,4/24/2020,Namibia,16,0,7,9,0,0,0
18071,4/24/2020,Nepal,49,0,11,38,1,0,1
18072,4/24/2020,Netherlands,36729,4304,102,32323,808,112,1
18073,4/24/2020,New Zealand,1461,18,1118,325,5,1,23
18074,4/24/2020,Nicaragua,11,3,7,1,0,0,0
18075,4/24/2020,Niger,681,24,289,368,10,0,33
18076,4/24/2020,Nigeria,1095,32,208,855,114,1,11
18077,4/24/2020,North Macedonia,1326,57,337,932,26,1,36
18078,4/24/2020,Norway,7463,199,32,7232,62,5,0
18079,4/24/2020,Oman,1790,10,325,1455,74,1,18
18080,4/24/2020,Pakistan,12723,269,2866,9588,783,16,111
18081,4/24/2020,Palau,0,0,0,0,0,0,0
18082,4/24/2020,Panama,5338,154,319,4865,172,8,48
18083,4/24/2020,Papua New Guinea,8,0,0,8,0,0,0
18084,4/24/2020,Paraguay,223,9,78,136,10,0,11
18085,4/24/2020,Peru,21648,2910,7496,11242,734,246,74
18086,4/24/2020,Philippines,7192,477,762,5953,211,15,40
18087,4/24/2020,Poland,10892,494,1944,8454,381,40,204
18088,4/24/2020,Portugal,22797,854,1228,20715,444,34,27
18089,4/24/2020,Qatar,8525,10,809,7706,761,0,59
18090,4/24/2020,Romania,10417,567,2817,7033,321,22,339
18091,4/24/2020,Russia,68622,615,5568,62439,5849,60,677
18092,4/24/2020,Rwanda,176,0,87,89,22,0,0
18093,4/24/2020,Saint Kitts and Nevis,15,0,2,13,0,0,1
18094,4/24/2020,Saint Lucia,15,0,15,0,0,0,0
18095,4/24/2020,Saint Vincent and the Grenadines,14,0,5,9,1,0,2
18096,4/24/2020,Samoa,0,0,0,0,0,0,0
18097,4/24/2020,San Marino,513,40,64,409,12,0,1
18098,4/24/2020,Sao Tome and Principe,4,0,0,4,0,0,0
18099,4/24/2020,Saudi Arabia,15102,127,2049,12926,1172,6,124
18100,4/24/2020,Senegal,545,7,262,276,66,1,5
18101,4/24/2020,Serbia,7483,144,1094,6245,207,5,27
18102,4/24/2020,Seychelles,11,0,6,5,0,0,0
18103,4/24/2020,Sierra Leone,82,2,10,70,18,1,0
18104,4/24/2020,Singapore,12075,12,956,11107,897,0,32
18105,4/24/2020,Slovakia,1360,17,355,988,35,2,67
18106,4/24/2020,Slovenia,1373,80,211,1082,7,1,0
18107,4/24/2020,Solomon Islands,0,0,0,0,0,0,0
18108,4/24/2020,Somalia,328,16,8,304,0,0,0
18109,4/24/2020,South Africa,4220,79,1473,2668,267,4,0
18110,4/24/2020,South Sudan,5,0,0,5,0,0,0
18111,4/24/2020,Spain,202990,22524,92355,88111,0,367,3105
18112,4/24/2020,Sri Lanka,420,7,109,304,52,0,2
18113,4/24/2020,Sudan,174,16,14,144,12,0,0
18114,4/24/2020,Summer Olympics 2020,0,0,0,0,0,0,0
18115,4/24/2020,Suriname,10,1,7,2,0,0,1
18116,4/24/2020,Sweden,18090,2152,0,15938,779,131,0
18117,4/24/2020,Switzerland,28677,1589,21000,6088,181,40,400
18118,4/24/2020,Syria,42,3,0,39,0,0,0
18119,4/24/2020,Taiwan*,428,6,264,158,1,0,11
18120,4/24/2020,Tajikistan,0,0,0,0,0,0,0
18121,4/24/2020,Tanzania,299,10,48,241,15,0,37
18122,4/24/2020,Thailand,2854,50,2490,314,15,0,60
18123,4/24/2020,Timor-Leste,24,0,0,24,1,0,0
18124,4/24/2020,Togo,90,6,59,25,2,0,0
18125,4/24/2020,Trinidad and Tobago,115,8,48,59,0,0,0
18126,4/24/2020,Tunisia,922,38,194,690,4,0,4
18127,4/24/2020,Turkey,104912,2600,21737,80575,3122,109,3246
18128,4/24/2020,US,920283,54745,99079,766459,32327,2178,18876
18129,4/24/2020,Uganda,75,0,46,29,1,0,0
18130,4/24/2020,Ukraine,7647,201,782,6664,477,14,278
18131,4/24/2020,United Arab Emirates,9281,64,1760,7457,525,8,123
18132,4/24/2020,United Kingdom,151689,22873,724,128092,4981,1018,12
18133,4/24/2020,Uruguay,563,12,369,182,6,0,15
18134,4/24/2020,Uzbekistan,1804,8,621,1175,46,1,60
18135,4/24/2020,Vanuatu,0,0,0,0,0,0,0
18136,4/24/2020,Venezuela,318,10,132,176,7,0,6
18137,4/24/2020,Vietnam,270,0,220,50,2,0,-4
18138,4/24/2020,West Bank and Gaza,340,2,81,257,4,0,7
18139,4/24/2020,Yemen,1,0,0,1,0,0,0
18140,4/24/2020,Zambia,84,3,37,44,8,0,0
18141,4/24/2020,Zimbabwe,29,4,2,23,1,0,0
18142,4/25/2020,Afghanistan,1464,47,188,1229,133,4,0
18143,4/25/2020,Albania,712,27,403,282,34,0,9
18144,4/25/2020,Algeria,3256,419,1479,1358,129,4,71
18145,4/25/2020,Andorra,738,40,344,354,7,0,0
18146,4/25/2020,Angola,25,2,6,17,0,0,0
18147,4/25/2020,Antigua and Barbuda,24,3,11,10,0,0,0
18148,4/25/2020,Argentina,3780,185,1030,2565,173,9,54
18149,4/25/2020,Armenia,1677,28,803,846,81,1,75
18150,4/25/2020,Australia,6694,80,5376,1238,17,1,240
18151,4/25/2020,Austria,15148,536,12103,2509,77,6,231
18152,4/25/2020,Azerbaijan,1617,21,1080,516,25,0,67
18153,4/25/2020,Bahamas,78,11,15,52,5,0,0
18154,4/25/2020,Bahrain,2588,8,1160,1420,70,0,47
18155,4/25/2020,Bangladesh,4998,140,113,4745,309,9,1
18156,4/25/2020,Barbados,79,6,31,42,2,0,0
18157,4/25/2020,Belarus,9590,67,1573,7950,817,4,453
18158,4/25/2020,Belgium,45325,6917,10417,27991,1032,238,295
18159,4/25/2020,Belize,18,2,5,11,0,0,0
18160,4/25/2020,Benin,54,1,27,26,0,0,0
18161,4/25/2020,Bhutan,7,0,3,4,0,0,0
18162,4/25/2020,Bolivia,866,46,54,766,59,2,0
18163,4/25/2020,Bosnia and Herzegovina,1486,57,592,837,65,2,54
18164,4/25/2020,Botswana,22,1,0,21,0,0,0
18165,4/25/2020,Brazil,59324,4057,29160,26107,5281,353,1505
18166,4/25/2020,Brunei,138,1,121,16,0,0,1
18167,4/25/2020,Bulgaria,1247,55,197,995,13,1,0
18168,4/25/2020,Burkina Faso,629,41,442,146,0,0,17
18169,4/25/2020,Burma,146,5,10,131,2,0,1
18170,4/25/2020,Burundi,11,1,4,6,0,0,0
18171,4/25/2020,Cabo Verde,90,1,1,88,2,0,0
18172,4/25/2020,Cambodia,122,0,117,5,0,0,0
18173,4/25/2020,Cameroon,1518,53,697,768,88,10,29
18174,4/25/2020,Canada,48557,3216,0,45341,1563,187,0
18175,4/25/2020,Central African Republic,16,0,10,6,0,0,0
18176,4/25/2020,Chad,46,0,15,31,6,0,7
18177,4/25/2020,Chile,14537,181,6746,7610,1363,7,419
18178,4/25/2020,China,83909,4636,76603,2670,10,0,66
18179,4/25/2020,Colombia,5142,233,1067,3842,261,8,64
18180,4/25/2020,Comoros,0,0,0,0,0,0,0
18181,4/25/2020,Congo (Brazzaville),200,6,19,175,0,0,0
18182,4/25/2020,Congo (Kinshasa),416,28,49,339,22,3,1
18183,4/25/2020,Costa Rica,693,6,242,445,6,0,26
18184,4/25/2020,Cote d'Ivoire,1077,14,419,644,0,0,0
18185,4/25/2020,Croatia,2016,54,1034,928,7,3,52
18186,4/25/2020,Cuba,1337,51,437,849,52,2,21
18187,4/25/2020,Cyprus,810,14,148,648,6,0,50
18188,4/25/2020,Czechia,7352,218,2453,4681,79,4,82
18189,4/25/2020,Denmark,8643,418,5858,2367,235,15,143
18190,4/25/2020,Djibouti,1008,2,373,633,9,0,43
18191,4/25/2020,Dominica,16,0,13,3,0,0,3
18192,4/25/2020,Dominican Republic,5926,273,822,4831,177,6,59
18193,4/25/2020,Ecuador,22719,576,1366,20777,0,0,0
18194,4/25/2020,Egypt,4319,307,1114,2898,227,13,39
18195,4/25/2020,El Salvador,274,8,75,191,0,0,0
18196,4/25/2020,Equatorial Guinea,258,1,7,250,44,0,0
18197,4/25/2020,Eritrea,39,0,13,26,0,0,2
18198,4/25/2020,Estonia,1635,46,228,1361,30,0,22
18199,4/25/2020,Eswatini,56,1,10,45,20,0,0
18200,4/25/2020,Ethiopia,122,3,29,90,5,0,4
18201,4/25/2020,Fiji,18,0,10,8,0,0,0
18202,4/25/2020,Finland,4475,186,2500,1789,80,9,0
18203,4/25/2020,France,161647,22588,44594,94465,1678,369,1101
18204,4/25/2020,Gabon,176,3,30,143,4,0,4
18205,4/25/2020,Gambia,10,1,8,1,0,0,6
18206,4/25/2020,Georgia,456,5,139,312,12,0,7
18207,4/25/2020,Germany,156513,5877,109800,40836,1514,117,0
18208,4/25/2020,Ghana,1279,10,134,1135,0,0,0
18209,4/25/2020,Greece,2506,130,577,1799,16,0,0
18210,4/25/2020,Grenada,18,0,7,11,3,0,0
18211,4/25/2020,Guatemala,473,13,45,415,43,2,15
18212,4/25/2020,Guinea,996,7,208,781,42,1,17
18213,4/25/2020,Guinea-Bissau,52,0,3,49,0,0,0
18214,4/25/2020,Guyana,73,7,12,54,0,0,0
18215,4/25/2020,Haiti,72,5,6,61,10,2,4
18216,4/25/2020,Holy See,9,0,2,7,0,0,0
18217,4/25/2020,Honduras,627,59,65,503,36,4,7
18218,4/25/2020,Hungary,2443,262,458,1723,0,0,0
18219,4/25/2020,Iceland,1790,10,1570,210,1,0,28
18220,4/25/2020,India,26283,825,5939,19519,1753,45,441
18221,4/25/2020,Indonesia,8607,720,1042,6845,396,31,40
18222,4/25/2020,Iran,89328,5650,68193,15485,1134,76,1594
18223,4/25/2020,Iraq,1763,86,1224,453,55,0,20
18224,4/25/2020,Ireland,18561,1063,9233,8265,377,49,0
18225,4/25/2020,Israel,15302,202,6655,8445,159,3,364
18226,4/25/2020,Italy,195351,26384,63120,105847,2357,415,2622
18227,4/25/2020,Jamaica,305,7,28,270,17,0,0
18228,4/25/2020,Japan,13186,379,1656,11151,332,19,126
18229,4/25/2020,Jordan,444,7,332,105,3,0,6
18230,4/25/2020,Kazakhstan,2601,25,646,1930,119,0,42
18231,4/25/2020,Kenya,343,14,98,231,7,0,4
18232,4/25/2020,Kiribati,0,0,0,0,0,0,0
18233,4/25/2020,"Korea, South",10728,242,8717,1769,10,2,82
18234,4/25/2020,Kosovo,703,19,162,522,34,0,3
18235,4/25/2020,Kuwait,2892,19,656,2217,278,4,43
18236,4/25/2020,Kyrgyzstan,665,8,345,312,0,0,0
18237,4/25/2020,Laos,19,0,7,12,0,0,3
18238,4/25/2020,Latvia,804,12,267,525,20,0,0
18239,4/25/2020,Lebanon,704,24,143,537,8,2,3
18240,4/25/2020,Lesotho,0,0,0,0,0,0,0
18241,4/25/2020,Liberia,120,11,25,84,3,3,0
18242,4/25/2020,Libya,61,2,18,41,0,0,0
18243,4/25/2020,Liechtenstein,81,1,79,1,0,0,0
18244,4/25/2020,Lithuania,1301,29,287,985,10,1,17
18245,4/25/2020,Luxembourg,3711,85,3088,538,16,0,81
18246,4/25/2020,Madagascar,123,0,62,61,1,0,1
18247,4/25/2020,Malawi,33,3,4,26,0,0,0
18248,4/25/2020,Malaysia,5742,98,3762,1882,51,2,99
18249,4/25/2020,Maldives,177,0,17,160,48,0,1
18250,4/25/2020,Mali,370,21,91,258,45,0,4
18251,4/25/2020,Malta,448,4,249,195,1,1,26
18252,4/25/2020,Marshall Islands,0,0,0,0,0,0,0
18253,4/25/2020,Mauritania,7,1,6,0,0,0,0
18254,4/25/2020,Mauritius,331,9,295,27,0,0,10
18255,4/25/2020,Mexico,13842,1305,7149,5388,970,84,4522
18256,4/25/2020,Micronesia,0,0,0,0,0,0,0
18257,4/25/2020,Moldova,3304,94,825,2385,194,10,70
18258,4/25/2020,Monaco,94,4,42,48,0,0,1
18259,4/25/2020,Mongolia,37,0,9,28,0,0,0
18260,4/25/2020,Montenegro,320,6,153,161,1,0,30
18261,4/25/2020,Morocco,3897,159,537,3201,139,1,51
18262,4/25/2020,Mozambique,70,0,0,70,5,0,0
18263,4/25/2020,Namibia,16,0,7,9,0,0,0
18264,4/25/2020,Nepal,49,0,12,37,0,0,1
18265,4/25/2020,Netherlands,37384,4424,102,32858,655,120,0
18266,4/25/2020,New Zealand,1470,18,1142,310,9,0,24
18267,4/25/2020,Nicaragua,12,3,7,2,1,0,0
18268,4/25/2020,Niger,684,27,325,332,3,3,36
18269,4/25/2020,Nigeria,1182,35,222,925,87,3,14
18270,4/25/2020,North Macedonia,1367,59,374,934,41,2,37
18271,4/25/2020,Norway,7499,201,32,7266,36,2,0
18272,4/25/2020,Oman,1905,10,329,1566,115,0,4
18273,4/25/2020,Pakistan,13328,281,2936,10111,605,12,70
18274,4/25/2020,Palau,0,0,0,0,0,0,0
18275,4/25/2020,Panama,5538,159,338,5041,200,5,19
18276,4/25/2020,Papua New Guinea,8,0,0,8,0,0,0
18277,4/25/2020,Paraguay,228,9,85,134,5,0,7
18278,4/25/2020,Peru,25331,3198,7797,14336,3683,288,301
18279,4/25/2020,Philippines,7294,494,792,6008,102,17,30
18280,4/25/2020,Poland,11273,524,2126,8623,381,30,182
18281,4/25/2020,Portugal,23392,880,1277,21235,595,26,49
18282,4/25/2020,Qatar,9358,10,929,8419,833,0,120
18283,4/25/2020,Romania,10635,601,2890,7144,218,34,73
18284,4/25/2020,Russia,74588,681,6250,67657,5966,66,682
18285,4/25/2020,Rwanda,183,0,88,95,7,0,1
18286,4/25/2020,Saint Kitts and Nevis,15,0,2,13,0,0,0
18287,4/25/2020,Saint Lucia,15,0,15,0,0,0,0
18288,4/25/2020,Saint Vincent and the Grenadines,14,0,5,9,0,0,0
18289,4/25/2020,Samoa,0,0,0,0,0,0,0
18290,4/25/2020,San Marino,513,40,64,409,0,0,0
18291,4/25/2020,Sao Tome and Principe,4,0,0,4,0,0,0
18292,4/25/2020,Saudi Arabia,16299,136,2215,13948,1197,9,166
18293,4/25/2020,Senegal,614,7,276,331,69,0,14
18294,4/25/2020,Serbia,7779,151,1152,6476,296,7,58
18295,4/25/2020,Seychelles,11,0,6,5,0,0,0
18296,4/25/2020,Sierra Leone,82,2,10,70,0,0,0
18297,4/25/2020,Singapore,12693,12,1002,11679,618,0,46
18298,4/25/2020,Slovakia,1373,17,386,970,13,0,31
18299,4/25/2020,Slovenia,1388,81,219,1088,15,1,8
18300,4/25/2020,Solomon Islands,0,0,0,0,0,0,0
18301,4/25/2020,Somalia,390,18,8,364,62,2,0
18302,4/25/2020,South Africa,4361,86,1473,2802,141,7,0
18303,4/25/2020,South Sudan,5,0,0,5,0,0,0
18304,4/25/2020,Spain,205905,22902,95708,87295,2915,378,3353
18305,4/25/2020,Sri Lanka,460,7,118,335,40,0,9
18306,4/25/2020,Sudan,213,17,19,177,39,1,5
18307,4/25/2020,Summer Olympics 2020,0,0,0,0,0,0,0
18308,4/25/2020,Suriname,10,1,7,2,0,0,0
18309,4/25/2020,Sweden,18563,2192,0,16371,473,40,0
18310,4/25/2020,Switzerland,28894,1599,21300,5995,217,10,300
18311,4/25/2020,Syria,42,3,0,39,0,0,0
18312,4/25/2020,Taiwan*,429,6,275,148,1,0,11
18313,4/25/2020,Tajikistan,0,0,0,0,0,0,0
18314,4/25/2020,Tanzania,299,10,48,241,0,0,0
18315,4/25/2020,Thailand,2907,51,2547,309,53,1,57
18316,4/25/2020,Timor-Leste,24,0,0,24,0,0,0
18317,4/25/2020,Togo,96,6,62,28,6,0,3
18318,4/25/2020,Trinidad and Tobago,115,8,53,54,0,0,5
18319,4/25/2020,Tunisia,939,38,207,694,17,0,13
18320,4/25/2020,Turkey,107773,2706,25582,79485,2861,106,3845
18321,4/25/2020,US,950663,56469,100372,793822,30380,1724,1293
18322,4/25/2020,Uganda,75,0,46,29,0,0,0
18323,4/25/2020,Ukraine,8125,201,782,7142,478,0,0
18324,4/25/2020,United Arab Emirates,9813,71,1887,7855,532,7,127
18325,4/25/2020,United Kingdom,155453,23689,774,130990,3764,816,50
18326,4/25/2020,Uruguay,596,14,370,212,33,2,1
18327,4/25/2020,Uzbekistan,1862,8,707,1147,58,0,86
18328,4/25/2020,Vanuatu,0,0,0,0,0,0,0
18329,4/25/2020,Venezuela,323,10,132,181,5,0,0
18330,4/25/2020,Vietnam,270,0,225,45,0,0,5
18331,4/25/2020,West Bank and Gaza,342,2,83,257,2,0,2
18332,4/25/2020,Yemen,1,0,0,1,0,0,0
18333,4/25/2020,Zambia,84,3,37,44,0,0,0
18334,4/25/2020,Zimbabwe,31,4,2,25,2,0,0
18335,4/26/2020,Afghanistan,1532,52,207,1273,68,5,19
18336,4/26/2020,Albania,726,28,410,288,14,1,7
18337,4/26/2020,Algeria,3382,425,1508,1449,126,6,29
18338,4/26/2020,Andorra,738,40,344,354,0,0,0
18339,4/26/2020,Angola,26,2,6,18,1,0,0
18340,4/26/2020,Antigua and Barbuda,24,3,11,10,0,0,0
18341,4/26/2020,Argentina,3892,192,1107,2593,112,7,77
18342,4/26/2020,Armenia,1746,28,833,885,69,0,30
18343,4/26/2020,Australia,6714,83,5541,1090,20,3,165
18344,4/26/2020,Austria,15225,542,12282,2401,77,6,179
18345,4/26/2020,Azerbaijan,1645,21,1139,485,28,0,59
18346,4/26/2020,Bahamas,80,11,22,47,2,0,7
18347,4/26/2020,Bahrain,2647,8,1189,1450,59,0,29
18348,4/26/2020,Bangladesh,5416,145,122,5149,418,5,9
18349,4/26/2020,Barbados,79,6,39,34,0,0,8
18350,4/26/2020,Belarus,10463,72,1695,8696,873,5,122
18351,4/26/2020,Belgium,46134,7094,10785,28255,809,177,368
18352,4/26/2020,Belize,18,2,5,11,0,0,0
18353,4/26/2020,Benin,64,1,33,30,10,0,6
18354,4/26/2020,Bhutan,7,0,4,3,0,0,1
18355,4/26/2020,Bolivia,950,50,80,820,84,4,26
18356,4/26/2020,Bosnia and Herzegovina,1516,59,624,833,30,2,32
18357,4/26/2020,Botswana,22,1,0,21,0,0,0
18358,4/26/2020,Brazil,63100,4286,30152,28662,3776,229,992
18359,4/26/2020,Brunei,138,1,123,14,0,0,2
18360,4/26/2020,Bulgaria,1300,56,205,1039,53,1,8
18361,4/26/2020,Burkina Faso,632,42,453,137,3,1,11
18362,4/26/2020,Burma,146,5,10,131,0,0,0
18363,4/26/2020,Burundi,11,1,4,6,0,0,0
18364,4/26/2020,Cabo Verde,106,1,1,104,16,0,0
18365,4/26/2020,Cambodia,122,0,117,5,0,0,0
18366,4/26/2020,Cameroon,1621,56,786,779,103,3,89
18367,4/26/2020,Canada,49989,3373,0,46616,1432,157,0
18368,4/26/2020,Central African Republic,19,0,10,9,3,0,0
18369,4/26/2020,Chad,46,0,15,31,0,0,0
18370,4/26/2020,Chile,15010,189,7024,7797,473,8,278
18371,4/26/2020,China,83912,4637,76705,2570,3,1,102
18372,4/26/2020,Colombia,5379,244,1133,4002,237,11,66
18373,4/26/2020,Comoros,0,0,0,0,0,0,0
18374,4/26/2020,Congo (Brazzaville),200,6,19,175,0,0,0
18375,4/26/2020,Congo (Kinshasa),442,28,50,364,26,0,1
18376,4/26/2020,Costa Rica,695,6,264,425,2,0,22
18377,4/26/2020,Cote d'Ivoire,1150,14,468,668,73,0,49
18378,4/26/2020,Croatia,2030,55,1103,872,14,1,69
18379,4/26/2020,Cuba,1369,54,501,814,32,3,64
18380,4/26/2020,Cyprus,817,14,148,655,7,0,0
18381,4/26/2020,Czechia,7404,220,2545,4639,52,2,92
18382,4/26/2020,Denmark,8773,422,5994,2357,130,4,136
18383,4/26/2020,Djibouti,1023,2,411,610,15,0,38
18384,4/26/2020,Dominica,16,0,13,3,0,0,0
18385,4/26/2020,Dominican Republic,6135,278,910,4947,209,5,88
18386,4/26/2020,Ecuador,22719,576,1366,20777,0,0,0
18387,4/26/2020,Egypt,4534,317,1176,3041,215,10,62
18388,4/26/2020,El Salvador,298,8,83,207,24,0,8
18389,4/26/2020,Equatorial Guinea,258,1,8,249,0,0,1
18390,4/26/2020,Eritrea,39,0,13,26,0,0,0
18391,4/26/2020,Estonia,1643,49,233,1361,8,3,5
18392,4/26/2020,Eswatini,59,1,10,48,3,0,0
18393,4/26/2020,Ethiopia,123,3,41,79,1,0,12
18394,4/26/2020,Fiji,18,0,12,6,0,0,2
18395,4/26/2020,Finland,4576,190,2500,1886,101,4,0
18396,4/26/2020,France,162280,22830,44903,94547,633,242,309
18397,4/26/2020,Gabon,176,3,30,143,0,0,0
18398,4/26/2020,Gambia,10,1,8,1,0,0,0
18399,4/26/2020,Georgia,486,6,149,331,30,1,10
18400,4/26/2020,Germany,157770,5976,112000,39794,1257,99,2200
18401,4/26/2020,Ghana,1550,11,155,1384,271,1,21
18402,4/26/2020,Greece,2517,134,577,1806,11,4,0
18403,4/26/2020,Grenada,18,0,7,11,0,0,0
18404,4/26/2020,Guatemala,500,15,49,436,27,2,4
18405,4/26/2020,Guinea,996,7,208,781,0,0,0
18406,4/26/2020,Guinea-Bissau,53,1,3,49,1,1,0
18407,4/26/2020,Guyana,74,8,12,54,1,1,0
18408,4/26/2020,Haiti,72,6,7,59,0,1,1
18409,4/26/2020,Holy See,9,0,2,7,0,0,0
18410,4/26/2020,Honduras,627,59,65,503,0,0,0
18411,4/26/2020,Hungary,2500,272,485,1743,57,10,27
